,User_ID,Changed Field,Initial Value,Final Value,Delta,Number of Changes
393,@Christo51607547,Following,7502,7501,-1.0,5
395,@CindyJurie,Following,725,727,2.0,4
397,@CitizensCollab1,Following,62,63,1.0,1
399,@CityofSTLDOH,Following,411,415,4.0,2
401,@ClassDynamics,Following,190,191,1.0,1
403,@ClaytonSays1,Following,5108,5118,10.0,6
404,@ClerkDev,Following,128,129,1.0,1
407,@Clinical_Renal,Following,662,661,-1.0,1
411,@CoSN,Following,1955,1985,30.0,7
412,@CoachNickMoney,Following,19,21,2.0,1
413,@CoinGapeMedia,Following,2475,2474,-1.0,3
415,@CollegeMediaPub,Following,4707,4705,-2.0,2
417,@Comm_in_Care,Following,5464,5519,55.0,6
420,@ConspiraciesACC,Following,140,139,-1.0,1
422,@CordobaADS,Following,61,61,0.0,2
423,@Corix_JC,Following,9967,9985,18.0,6
429,@Coys197,Following,362,375,13.0,7
430,@CreativeEdu,Following,2804,2799,-5.0,2
432,@CritMinJrnl,Following,176,185,9.0,2
434,@CriticalThoug14,Following,5144,5142,-2.0,7
435,@CroakeyNews,Following,3579,3576,-3.0,7
437,@CronkyLady,Following,851,853,2.0,7
442,@CryptoDonation4,Following,966,965,-1.0,1
444,@CryptoMilox,Following,730,731,1.0,4
446,@CryptoNGold,Following,997,1001,4.0,5
448,@CryptoStasolla,Following,6140,6125,-15.0,7
453,@CryptosHeadline,Following,336,342,6.0,1
455,@CsfSudan,Following,248,246,-2.0,2
457,@CurioQuip,Following,9,10,1.0,1
464,@CyHusain,Following,1200,1198,-2.0,4
466,@CyberExpertsUS,Following,1412,1414,2.0,2
468,@CyberSentinelGN,Following,105,108,3.0,2
470,@Cyber_O51NT,Following,283,288,5.0,1
471,@Cybersecinsider,Following,5124,5122,-2.0,3
472,@DDIndialive,Following,516,518,2.0,1
474,@DDPHE,Following,1776,1777,1.0,3
476,@DGBoudreau,Following,6644,7182,538.0,8
481,@DMFezzaReed,Following,4883,4926,43.0,4
483,@DON_GambleFi,Following,986,986,0.0,5
486,@DVDfever,Following,2575,2674,99.0,5
488,@D_sNotHere,Following,133,134,1.0,1
491,@DailyFinanc,Following,152,146,-6.0,2
494,@DallasDietzenba,Following,3801,3805,4.0,5
498,@Dan82523,Following,4053,4071,18.0,4
501,@DanCostellodeux,Following,2861,2917,56.0,4
503,@Dan_Nelson_1,Following,212,214,2.0,2
507,@Danual_Gordon,Following,247,250,3.0,4
509,@DarrenEwers,Following,2858,2859,1.0,2
511,@DavidPBLRoss,Following,4369,4372,3.0,4
513,@DawnAllsun,Following,5391,5430,39.0,7
515,@DayaSevana,Following,403,404,1.0,2
517,@DealMav,Following,767,747,-20.0,5
519,@DealsinIND,Following,38,40,2.0,2
521,@DebraAtkinson42,Following,518,520,2.0,2
523,@DebunkingTips,Following,754,775,21.0,6
524,@DeccanChronicle,Following,213,201,-12.0,2
526,@Deccan_Daily,Following,21,22,1.0,2
528,@DeepADiver2,Following,942,946,4.0,3
531,@DeepFlowcc,Following,55,56,1.0,1
533,@Deepnightpress,Following,860,836,-24.0,3
536,@DefenseMirror,Following,2182,2206,24.0,2
541,@DenisD56,Following,72,71,-1.0,1
544,@DennisGossen,Following,7486,7495,9.0,8
546,@Derek_Griffin1,Following,2779,2783,4.0,6
548,@Destr0yAllNazis,Following,364,368,4.0,5
549,@DhakaTribune,Following,194,200,6.0,1
551,@DiabetesAsiaOrg,Following,2124,2126,2.0,1
553,@DickMyers19,Following,43,37,-6.0,1
558,@DionHarper15,Following,1076,1074,-2.0,3
560,@DirectorsTalk,Following,2224,2233,9.0,3
563,@DixieT13,Following,9779,9784,5.0,8
565,@DocsExplainFM,Following,4581,4583,2.0,8
567,@DomLovesNovels,Following,1876,1899,23.0,7
569,@Don_Crumlin,Following,791,792,1.0,3
571,@DrAdrianWong,Following,58,59,1.0,1
572,@DrAsa,Following,2784,2781,-3.0,2
574,@DrChalmers1,Following,227,226,-1.0,1
576,@DrCheesy6,Following,394,397,3.0,3
578,@DrColleenMullen,Following,2971,2970,-1.0,1
580,@DrDaveSalisbury,Following,459,467,8.0,3
581,@DrEddyMD,Following,881,879,-2.0,2
583,@DrKnowfifth,Following,276,275,-1.0,2
585,@DrWaugh1,Following,1752,1800,48.0,5
587,@Dr_doOM_616,Following,106,110,4.0,2
589,@Dreamweaver_40,Following,490,750,260.0,6
591,@DrewTCorbin1,Following,1819,1818,-1.0,6
593,@Drezyplayss,Following,316,317,1.0,3
599,@Dusec82,Following,1323,1376,53.0,5
601,@DutchReach,Following,1024,1024,0.0,2
606,@ENiedbala,Following,680,695,15.0,3
609,@ERICX2020,Following,2155,2159,4.0,4
612,@ETBFSI,Following,941,941,0.0,3
613,@ETNOWlive,Following,65,64,-1.0,2
617,@E_Schmeezy,Following,283,287,4.0,2
619,@EarthDefense1,Following,26,28,2.0,1
621,@EarthKikashi,Following,973,971,-2.0,2
623,@EarthWiseRadio,Following,192,191,-1.0,1
626,@EcoStepsGuide,Following,5,9,4.0,2
628,@Eco_Promos,Following,4947,4938,-9.0,4
631,@Ecoplasticspkg,Following,569,568,-1.0,1
634,@EdTechBites,Following,2263,2261,-2.0,2
637,@EdgeMediaNet,Following,8111,8102,-9.0,5
640,@Eduardo_AI1917,Following,384,383,-1.0,1
642,@Edwood771996,Following,319,318,-1.0,1
644,@ElecteSrl,Following,1324,1322,-2.0,5
646,@ElfJesuit,Following,254,280,26.0,6
647,@Elizdle,Following,49,48,-1.0,1
650,@EmfFact,Following,1308,1307,-1.0,4
654,@Encom_Research,Following,253,252,-1.0,1
657,@EnergyNews_Biz,Following,273,272,-1.0,1
659,@EngLifestyles,Following,3769,3768,-1.0,3
663,@Engmsaleh,Following,1636,1647,11.0,7
665,@Entheos_11,Following,288,286,-2.0,6
667,@EnviroEdgeNews,Following,5262,5254,-8.0,4
669,@EpicPlain,Following,2285,2283,-2.0,2
671,@ErikaMauritz,Following,974,977,3.0,2
673,@ErrolMarks34,Following,2026,2142,116.0,7
675,@EscolaJazzPorto,Following,39,38,-1.0,1
677,@Evans_CFA_SEIML,Following,1321,1319,-2.0,3
679,@Evrenkntenglish,Following,23,24,1.0,1
682,@ExgayNews,Following,3573,3575,2.0,5
684,@ExpComputer,Following,758,758,0.0,2
689,@FH_Sports1,Following,6610,6927,317.0,6
693,@FRANKUSH_01,Following,85,87,2.0,3
695,@FSU_SocialWork,Following,792,793,1.0,1
697,@FXCentrum_,Following,29,28,-1.0,1
699,@FacelessManTwit,Following,283,275,-8.0,5
701,@FaisalOnAI,Following,221,217,-4.0,3
703,@Fanfare_Int,Following,99,98,-1.0,1
704,@FarmersGuide,Following,3598,3601,3.0,2
707,@FarrarN57854,Following,1111,1132,21.0,7
709,@FastNews77,Following,5173,5241,68.0,7
711,@Felon4547,Following,53,52,-1.0,1
712,@FertilizerNews,Following,5209,5202,-7.0,4
714,@Fight_The_Bane,Following,194,196,2.0,3
715,@FinTech_Futures,Following,583,584,1.0,1
718,@FintechPH,Following,4720,4718,-2.0,2
721,@FishinBob3,Following,270,271,1.0,2
724,@Fitlifehub115,Following,80,15,-65.0,5
726,@FlankzPickz,Following,298,301,3.0,2
729,@FofitaFaika,Following,501,499,-2.0,1
731,@FootballChapp,Following,182,184,2.0,2
733,@ForMenToTalk,Following,159,159,0.0,2
735,@ForeverBored_AU,Following,84,83,-1.0,1
737,@Forexgdp01,Following,2293,1441,-852.0,6
739,@FormerAntivax,Following,1680,1678,-2.0,1
740,@Foster_Geniuses,Following,300,301,1.0,1
742,@FpeSre,Following,126,128,2.0,1
743,@France24_en,Following,1099,1101,2.0,1
746,@FrancoandMarco,Following,919,930,11.0,4
748,@Freedomacts1,Following,47,40,-7.0,3
751,@Freiweg2,Following,719,855,136.0,6
753,@FrontNutrition,Following,491,490,-1.0,1
755,@FrontPubHealth,Following,2179,2179,0.0,4
757,@FunWritings,Following,5182,5197,15.0,6
759,@FundedNext,Following,255,252,-3.0,3
760,@Funding_Traders,Following,749,748,-1.0,2
762,@FutureEquals,Following,1394,1398,4.0,6
765,@Future_dividend,Following,273,431,158.0,4
768,@GDPUKcom,Following,2981,2979,-2.0,2
771,@GJohnson_1978,Following,2204,2238,34.0,8
773,@GMbabuike,Following,3457,3455,-2.0,3
775,@GMcalendar,Following,390,388,-2.0,1
778,@GREENESJ333,Following,5873,5885,12.0,6
779,@GSILabs,Following,12,16,4.0,1
782,@GXmercato,Following,1482,1476,-6.0,5
784,@Gabby_Recvry,Following,997,981,-16.0,6
786,@GabiTaylor14,Following,91,108,17.0,1
788,@Gadget_Ry,Following,1569,1576,7.0,1
790,@Galacticdisclos,Following,880,881,1.0,5
792,@Galylynn,Following,1619,1640,21.0,1
797,@GarridoHigueros,Following,936,944,8.0,5
799,@GatewayHispanic,Following,270,284,14.0,5
801,@Gavin_Carsten,Following,414,412,-2.0,6
803,@GawainCampion,Following,890,896,6.0,3
808,@GhostEVplays,Following,32,50,18.0,1
810,@GibsonSolicitor,Following,927,925,-2.0,2
812,@GiftzByDezign,Following,80,82,2.0,2
814,@GilbertAveugle,Following,3595,3594,-1.0,3
816,@GingerMEdwin,Following,4721,4789,68.0,6
818,@GladstoneMarian,Following,950,956,6.0,5
823,@GlobalWhispers_,Following,476,477,1.0,4
826,@GlobalXFrontier,Following,73,75,2.0,1
829,@Global_NewsWire,Following,34,25,-9.0,1
832,@GlobeWarReport,Following,89,94,5.0,4
834,@Goodlife697,Following,56,162,106.0,1
836,@GraemeLScott,Following,2919,2917,-2.0,2
838,@Great_GER_Again,Following,2,6,4.0,4
840,@GreekNewsGuy,Following,229,228,-1.0,3
843,@GroupeClaus,Following,30,31,1.0,1
845,@GrowwTogether_,Following,26,25,-1.0,1
848,@GucciferC,Following,160,158,-2.0,5
851,@GujaratMail,Following,153,154,1.0,2
855,@HASSANBOUSSATTA,Following,175,175,0.0,4
857,@HCMmag,Following,1365,1362,-3.0,1
860,@HIMzone666NetMs,Following,554,556,2.0,1
863,@HODL2Glory,Following,164,189,25.0,4
864,@HRCurator,Following,110,109,-1.0,1
866,@HaimishTheRed,Following,3047,3079,32.0,1
868,@Hamaresha,Following,64,70,6.0,1
870,@HannahDchm,Following,496,497,1.0,3
872,@HarborUsa,Following,20,21,1.0,1
874,@HarmonyAlgo,Following,28,31,3.0,1
877,@HarryO1975,Following,3129,3137,8.0,7
880,@HealthDailyNow,Following,20,53,33.0,4
883,@HelenSurin31953,Following,183,218,35.0,3
885,@HenryJo12635111,Following,803,810,7.0,3
887,@HerCyanideSmile,Following,3510,3510,0.0,2
890,@Heydar_Ross_K,Following,1414,1416,2.0,1
891,@HgateAdvertiser,Following,579,578,-1.0,1
894,@HipHopTamizhaF3,Following,1054,1027,-27.0,1
896,@HlthcareToday,Following,1,0,-1.0,1
900,@HongJianwsws,Following,979,982,3.0,1
902,@HopewellGMaria,Following,438,460,22.0,8
903,@HorizonLtd2,Following,100,104,4.0,1
905,@HotTakeInsight,Following,24,26,2.0,4
907,@HowBoutDem_Boys,Following,51,50,-1.0,1
909,@Humanize911,Following,1499,1501,2.0,2
912,@HwyMwb72365,Following,101,130,29.0,5
914,@HyvHorticulture,Following,112,111,-1.0,1
916,@IEthics,Following,7331,7357,26.0,4
919,@IKE_DEVJI,Following,3929,3931,2.0,1
921,@ILuvCO2,Following,745,744,-1.0,1
923,@INEVIFIT,Following,1261,1260,-1.0,1
925,@INVESTORNEHA,Following,261,264,3.0,1
926,@IOL_Lifestyle,Following,5905,5900,-5.0,1
931,@IamtheDiDi,Following,5039,5047,8.0,4
934,@Ibnalbarrr,Following,15,16,1.0,1
936,@Ihsan0622,Following,211,223,12.0,5
938,@ImCryptOpus,Following,351,357,6.0,8
940,@ImFaiz_07,Following,5705,5705,0.0,7
942,@Immunize_USA,Following,2359,2356,-3.0,3
944,@IndependentGulf,Following,430,433,3.0,2
946,@IndiaPulseNow,Following,50,178,128.0,4
948,@IndiaSpelling,Following,262,263,1.0,1
951,@InfinityAnand,Following,219,221,2.0,2
953,@Infintea_,Following,58,56,-2.0,1
955,@Infinxinc,Following,1155,1239,84.0,3
956,@InfoSecComm,Following,630,631,1.0,1
958,@InfoSiftWeekly,Following,1465,1463,-2.0,7
960,@Innovfoodtech,Following,3130,3127,-3.0,3
962,@InsideDashboard,Following,290,304,14.0,7
964,@InsiderForms,Following,19,7,-12.0,1
966,@InsightAtNite,Following,588,592,4.0,1
969,@IntegralAnswers,Following,5384,5429,45.0,7
972,@InvariantPersp1,Following,6509,6518,9.0,7
974,@InvestYaar123,Following,772,900,128.0,1
976,@IowaMutt76,Following,144,143,-1.0,1
978,@IraAnisimova1,Following,1005,1003,-2.0,5
980,@Ironhorse345292,Following,1025,1024,-1.0,6
982,@IsraelAdedigba1,Following,541,540,-1.0,2
984,@IsraelLatest,Following,2689,2667,-22.0,7
986,@ItsJessicaYT,Following,105,106,1.0,1
988,@IvarTangen,Following,2563,2579,16.0,6
990,@JFurse_Training,Following,24,25,1.0,1
994,@JLBroomes,Following,207,211,4.0,2
997,@JOE_BYNES_,Following,29,35,6.0,1
1000,@JOKNS1TW,Following,4365,4376,11.0,7
1004,@JONDONI_CRYPTO,Following,1954,2139,185.0,9
1007,@JackFromHollis,Following,249,256,7.0,5
1009,@JackPolakoff,Following,5855,5854,-1.0,4
1011,@JacksonMit1995,Following,473,468,-5.0,1
1013,@JadiesEssential,Following,1506,1508,2.0,3
1015,@Janky_Thoughts,Following,23,24,1.0,1
1018,@JediOliver08,Following,677,681,4.0,3
1021,@JeffBensonIOWA,Following,441,467,26.0,6
1023,@JeremyWasurick,Following,657,657,0.0,2
1024,@JerryHicksUnite,Following,9632,9609,-23.0,1
1026,@JerryTommy34417,Following,129,241,112.0,5
1028,@JesseParris5280,Following,611,619,8.0,4
1032,@JimBennettNL,Following,1677,1674,-3.0,1
1034,@JimWilDemocrat,Following,9543,9539,-4.0,1
1036,@JimWilDemocrat2,Following,3940,3932,-8.0,6
1038,@Jim_Johnson_SC,Following,1019,1017,-2.0,1
1042,@Joeanthony_nyc,Following,438,439,1.0,2
1043,@JohnClke,Following,8259,8264,5.0,1
1045,@JonathanKine,Following,4651,4668,17.0,6
1047,@Jordiball,Following,537,537,0.0,3
1049,@JosephPilates1,Following,3320,3322,2.0,4
1051,@JoyRichrez09,Following,960,1083,123.0,7
1053,@JozefStefanides,Following,76,72,-4.0,5
1057,@JulianSchultz0,Following,181,153,-28.0,3
1060,@Julietteelo,Following,1,0,-1.0,5
1062,@Justin_smith761,Following,743,1073,330.0,5
1064,@K12Pros,Following,179,182,3.0,1
1066,@K12Prospects,Following,4642,4637,-5.0,2
1068,@K13News,Following,130,130,0.0,2
1070,@K1806L,Following,179,182,3.0,2
1073,@KLHM2010,Following,486,487,1.0,3
1075,@KRCR7,Following,763,762,-1.0,1
1077,@KSPRABHUDEVA7,Following,13,12,-1.0,1
1079,@KWSnet,Following,5237,5240,3.0,5
1081,@KablawiA,Following,4880,4879,-1.0,6
1083,@KaliKamlesh,Following,210,213,3.0,5
1085,@KarasKrystal,Following,3375,3434,59.0,8
1087,@Karen_Israeli,Following,1579,1606,27.0,5
1089,@Karim_Akramovic,Following,1771,1818,47.0,6
1091,@KasamKhalid,Following,1199,1201,2.0,1
1094,@KashyLocks,Following,216,229,13.0,1
1095,@Kataeb_Eng,Following,917,919,2.0,1
1097,@Kathlee10634098,Following,350,355,5.0,2
1099,@KathrynJane805,Following,3493,2435,-1058.0,1
1103,@KeithAB13,Following,546,560,14.0,5
1105,@KellyDem4Life,Following,3036,3067,31.0,6
1107,@KelvinDurcan,Following,92,92,0.0,2
1109,@KendallHarmon6,Following,5172,5208,36.0,8
1111,@KenslowMatthew,Following,2924,2955,31.0,5
1113,@Kerrplunks,Following,659,660,1.0,1
1115,@KhaldMw10,Following,1005,1141,136.0,1
1118,@Kingbel38572765,Following,78,80,2.0,2
1120,@KisanofIndia,Following,645,644,-1.0,1
1122,@Kitronik,Following,2676,2672,-4.0,5
1124,@KivuYouth_243,Following,140,143,3.0,1
1126,@Klompzz,Following,1338,1345,7.0,5
1128,@KmKm99770572,Following,1422,1428,6.0,1
1130,@KnotSimple,Following,5721,5751,30.0,6
1133,@Kostian_V,Following,4750,4748,-2.0,1
1135,@Kroon125,Following,287,290,3.0,4
1137,@LAWRTW,Following,2952,2950,-2.0,1
1139,@LEA_Watch,Following,64,73,9.0,1
1141,@LIAIRL,Following,661,659,-2.0,1
1143,@LINDAKMILLS1,Following,420,420,0.0,2
1145,@LORD_ETOX,Following,822,833,11.0,4
1148,@LamaSuryaDas,Following,1414,1416,2.0,2
1150,@LamarSees,Following,979,983,4.0,5
1152,@LamisK,Following,5347,5410,63.0,6
1154,@Lance63,Following,2781,2785,4.0,5
1156,@LandDInstitute,Following,937,936,-1.0,1
1158,@LanguageAngels_,Following,1366,1368,2.0,4
1160,@LatheTim,Following,299,302,3.0,1
1162,@LauraPh222,Following,1665,1663,-2.0,1
1164,@LaurenPeter01,Following,169,165,-4.0,3
1165,@LeedsNews,Following,413,411,-2.0,2
1167,@Left_Indy,Following,1451,1458,7.0,8
1169,@LeifJoh23236455,Following,53,56,3.0,1
1172,@LeonieGreene,Following,6070,6194,124.0,6
1174,@LexCorporation,Following,722,725,3.0,1
1176,@Lille_2k06,Following,220,225,5.0,1
1178,@LiqueXavier,Following,835,836,1.0,4
1180,@Lisa_G_Media,Following,900,904,4.0,3
1184,@Loganrecoveryy,Following,753,745,-8.0,8
1185,@LogicalIndians,Following,2060,2057,-3.0,1
1187,@LokMarg,Following,690,696,6.0,1
1189,@LondonFootballs,Following,78,79,1.0,1
1191,@LosMejor_Real,Following,812,812,0.0,2
1193,@Louisianaturd,Following,945,1365,420.0,6
1197,@Lucas_ray_R,Following,63,63,0.0,4
1202,@MAEVEJOY63,Following,6512,6760,248.0,1
1204,@MAEVEWORLDS,Following,177,181,4.0,1
1205,@MBjegovic,Following,181,122,-59.0,2
1207,@MD4U,Following,1626,1625,-1.0,1
1212,@MH2025_Official,Following,613,937,324.0,6
1216,@MREXKO,Following,1270,1309,39.0,6
1218,@MShamsaldeen,Following,246,246,0.0,2
1219,@MTVEnglishNews,Following,217,218,1.0,1
1221,@M_6sf,Following,152,154,2.0,2
1224,@Maahokgit,Following,293,295,2.0,3
1226,@MacKayHannah,Following,2603,2598,-5.0,4
1229,@MacroMindGames,Following,54,55,1.0,1
1231,@Madhu_Kemwal,Following,15,16,1.0,1
1234,@MadhusudanAch12,Following,358,490,132.0,8
1236,@MahalaxmiRaman,Following,313,331,18.0,6
1238,@Mahfuzul2002,Following,5101,5135,34.0,5
1240,@MailMyStatement,Following,4803,4807,4.0,4
1241,@MakhariaEdu,Following,84,83,-1.0,1
1243,@MamaCassOFee,Following,1831,1851,20.0,7
1245,@Manitowan,Following,506,506,0.0,2
1247,@Mansaf000,Following,1417,1564,147.0,6
1249,@MaqsoodAsi,Following,86,82,-4.0,4
1250,@Mar_Ex,Following,5646,5636,-10.0,5
1253,@MarciSpeaks,Following,205,221,16.0,6
1256,@MarcoteMid40126,Following,1564,26,-1538.0,5
1258,@MargaCirce,Following,4226,4230,4.0,6
1260,@Margeaux_99,Following,8450,8460,10.0,8
1262,@MargotDonald,Following,818,817,-1.0,1
1265,@Mariusz_w36,Following,300,306,6.0,1
1267,@Mark_Astrology,Following,1928,2857,929.0,8
1269,@MarketJournalX,Following,1,2,1.0,1
1274,@MaryAReed,Following,5723,5746,23.0,7
1276,@Maryee,Following,3622,3623,1.0,6
